Site,EAP Acc#,Provenience (field number),ID Catalog# (cat#=element or portion),Specimen Catalog# (cat#=organism),Cantryll Test# (test#=analyst sample number),Period,Date,ID,Element,Side,Description completeness,Age (modern only),Fusion,Cantryll notes,Scapula HS,Scapula DHA,Scapula Ld,Scapula SLC,Scapula ASG,Scapula GLP,Scapula LG,Scapula BG,Humerus GLC,Humerus GL,Humerus Bp,Humerus Dp,Humerus SD,Humerus Bd,Humerus Dd,Humerus BT,Humerus HT,Humerus HTC,Radius GL,Radius Bp,Radius Dp,Radius BFp,Radius SD,Radius Bd,Radius Dd,Ulna GL,Ulna LO,Ulna DPA,Ulna SDO,Metacarpal GL,Metacarpal Bp,Metacarpal Dp,Metacarpal SDt,Metacarpal SDs,Metacarpal Bd,Metacarpal Dd,Metacarpal BFd,Pelvis LAR,Pelvis LAR,Femur GL,Femur GLC,Femur Dp,Femur Bp,Femur SD,Femur Bd,Femur Dd,Tibia GL,Tibia Bp,Tibia Dp,Tibia SD,Tibia Bd,Tibia Dd,Astragalus GLl,Astragalus GLm,Astragalus LLMc,Astraglus Bd,Astragalus Dl,Astragalus Dm,Astragalus Bp,Calcaneum GL,Calcaneum GB,Calcaneum GD,Calcaneum LB,Calcaneum LD,Metatarsal GL,Metatarsal Bp,Metatarsal Dp,Metatarsal SDt,Metatarsal SDs,Metatarsal Bd,Metatarsal Dd,Metatarsal BFd,Phalanx 1 GL,Phalanx 1 Bp,Phalanx 1 Dp,Phalanx 1 SDt,Phalanx 1 SDs,Phalanx 1 Bd,Phalanx 1 Dd,Phalanx 2 GL,Phalanx 2 Bp,Phalanx 2 Dp,Phalanx 2 SDt,Phalanx 2 SDs,Phalanx 2 Bd,Phalanx 2 Dd,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 2 entre 6F10-11 (2624),,n/a,747LJ,Terminal Classic,950AD-1050AD,Odocoileus virginianus,radius,,proximal .15,,,,,,,,,,,,,,,,,,,,,,,31.08,18.13,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 2 entre 6F10-11 (2624),,n/a,748LJ,Terminal Classic,950AD-1050AD,Odocoileus virginianus,radius,,proximal 0.15,,,"Line # 194a: radius proximal end modified artifact Bp, Dp, BFp, and SD taken.",,,,,,,,,,,,,,,,,,,,30.8,19.17,29.57,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 2 entre 6F10-11 (2624),,n/a,749LJ,Terminal Classic,950AD-1050AD,Odocoileus virginianus,radius,,distal ,,,"Line # 194b: radius distal end; in the same bag as 194a, roughly 10% but I don’t see a description for a distal radius with these context numbers on the cervid recording sheet. Also in the bag a few shaft fragments",,,,,,,,,,,,,,,,,,,,,,,,26.01,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 3 Bolsa 2 (2628),,n/a,740LJ,Terminal Classic,850AD-950AD,Cervidae,scapula,,neck and glenoid,,,Line # 23 scapula neck and glenoid acromium process broken and lip of the glenoid eroded past reasonable use as a measurement SLC and BG recorded.,,,,15.13,,,,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 3 Bolsa 2 (2628),,n/a,745LJ,Terminal Classic,850AD-950AD,Odocoileus virginianus,scapula,,glenoid 0.1,,,"Line # 154 scapula glenoid articulation only LG, BG’ and GLP recorded",,,,,,34.13,22.9,23.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Op.130 VE3D T6B Niv. 2 Elem 3 (1801),,n/a,,Terminal Classic,950AD-1050AD,Odocoileus virginianus,scapula,,distal .2,,,Line # 310 scapula section of neck and glenoid notably the scapular spine was in good shape only ASG measurement was available.,,,,,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27-3 (2628),,n/a,732LJ,Terminal Classic,850AD-950AD,Odocoileus virginianus,tibia,, distal epiphysis an shaft .2 ,,,Line # 172 tibia distal end with fragments of shaft 20% Bd and Dd only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.45,26.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Ope. 124 T27 Niv. 3 Bolsa 2 (2628),,n/a,742LJ,Terminal Classic,850AD-950AD,Odocoileus virginianus,tibia,, distal 0.5,,,Line # 174 tibia distal end and four shaft fragments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.99,28.37,21.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Op.130 VE 5D-3 T6C Niv. 3 (1807),,n/a,776LJ,Terminal Classic,950AD-1050AD,Odocoileus virginianus,ulna,,proximal,,fused superior crest only,Line # 338 ulna olecranon only superior crest is fused,,,,,,,,,,,,,,,,,,,,,,,,,,,44.22,30.45,28.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Joyanca,EAP0655,Op.130 VE 5D-3 T6B Niv. 2 Elem 3 (1801),,n/a,779LJ,Terminal Classic,950AD-1050AD,Odocoileus virginianus,ulna,,olecranon .2,,,"Line # 320? Ulna inferior portion of the olecranon escribed on the data sheet as fused.  The sample in the bag is heavily eroded.  The superior crest of the olecranon appears to me to be missing approximately where I would expect the suture line for the crest, however this may be biota exploiting the structural weakness of the bone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,27.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F430,n/a,599LA,Historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,12.31,15.89,8.92,,10.78,10.07,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,105,n/a,530LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.72,13.74,17.28,10.17,,12.12,10.57,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,107,n/a,531LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.73,14.09,18.52,10.82,,12.21,10.67,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,110,n/a,533LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.65,12.39,15.96,9.09,,11.17,9.68,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,103,n/a,534LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.98,12.82,17,9.05,,11.11,9.75,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,108,n/a,535LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.11,13.01,16.45,10.01,,11.66,11.09,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,104,n/a,536LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67,12.6,16.45,9.2,,10.45,10.3,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,91,n/a,542LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.23,14.28,18.47,10.26,,11.74,10.41,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,93,n/a,544LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,12.89,15.75,8.76,,10.81,9.47,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,85,n/a,546LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.74,13.41,17.5,9.96,,10.8,10.21,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,87,n/a,548LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.31,13.92,16.56,8.52,,11.08,9.59,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA916,20,n/a,551LA,historic,,Odocoileus virginianus,1st phalanx,L,complete,,fused,551LA phalanx1 Odocoileus v. complete. Polished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.54,12.94,15.52,9.31,,10.66,9.42,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA63,223,n/a,571LA,Late Post-Classic/later,,Odocoileus virginianus,1st phalanx,L,almost complete,,fused,"571LA Phalanx Odocoileus v. almost complete, proximal lateral surface broken.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,,16.48,9.7,,11.15,10.14,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA136,,n/a,572LA,Early Post Classic Buk Phase,,Odocoileus virginianus,1st phalanx,L,almost complete,,fused,572LA phlanx1 Odocoileus v. almost complete. No catalog number available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.21,14.24,17.64,10.84,,12.15,11.66,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,178,n/a,522LA,historic,,Odocoileus virginianus,astragalus,L,lateral .7,,fused,522LA astragalus Odocoileus v. missing inferior medial corner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.63,,30.83,,17.86,,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,169,n/a,523LA,historic,,Odocoileus virginianus,astragalus,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.47,33.86,29.2,22.7,18.05,20.23,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,173,n/a,524LA,historic,,Odocoileus virginianus,astragalus,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34,30.95,28.65,21.14,17.24,18.6,22.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,180,n/a,525LA,historic,,Odocoileus virginianus,astragalus,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,35.84,31.38,23.71,20.45,21.6,22.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,167,n/a,526LA,historic,,Odocoileus virginianus,astragalus,L,complete,,fused,"526LA astragalus Odocoileus v. complete. Six astragali were in the bag, one of which was too damaged for measurement another was missing three of the six landmarks.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55,29.88,26.03,19.47,15.36,16.73,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA49,308,n/a,567LA,Early Post-Classic,,Odocoileus virginianus,astragalus,L,almost complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.29,32.87,29.58,23.01,19.35,20.07,23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA49,365,n/a,568LA,Early Post-Classic,,Odocoileus virginianus,astragalus,L,almost complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79,33.53,28.68,20.8,19.05,20,22.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F451,n/a,615LA,Historic,,Odocoileus virginianus,astragalus,L,almost complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.79,32.74,28.1,22.13,16.44,18.76,21.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,,,n/a,622LA,,,Odocoileus virginianus,astragalus,L,almost complete,,fused,622LA astragalus Odocoileus v. almost complete no provenance available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.14,28.05,24.92,19.89,15.13,15.66,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,,,n/a,624LA,,,Odocoileus virginianus,astragalus,L,almost complete,,fused,624LA astragalus Odocoileus v. almost complete no provenance available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.21,33.68,29.2,21.86,20.08,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,11,n/a,509LA,historic,,Odocoileus virginianus,calcaneum,L,almost complete,,fused,"509LA calcaneus Odocoileus v. almost complete, fused, double peak, photo for reference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.78,19.85,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA916,40,n/a,557LA,historic,,Odocoileus virginianus,calcaneum,L,almost complete,,fused,"557LA calcaneus Odocoileus v. almost complete, fused, single peak, photo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.69,21.05,25.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA62,N02,n/a,581LA,Early Post-Classic,,Odocoileus virginianus,calcaneum,L,complete,,fused,581LA calcaneus Odocoileus v. almost complete gracile single peak photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,20.99,23.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA62,N07,n/a,582LA,Early Post-Classic,,Odocoileus virginianus,calcaneum,L,complete,,fused,"582LA calcaneus Odocoileus v. complete, single peak photo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,23.9,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA62,F005,n/a,610LA,Early Post-Classic,,Odocoileus virginianus,calcaneum,L,complete,,fused,"610LA calcaneus Odocoileus v. complete single peak, photo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.55,20.18,25.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,N001,n/a,559LA,historic,,Odocoileus virginianus,femur,L,distal .2,,fused,559LA femur Odocoileus v. distal 20% condyles only considerable erosion Bd and Dd suspect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.94,49.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,133,n/a,510LA,historic,,Odocoileus virginianus,humerus,L,distal .15,,fused,"510LA humerus Odocoileus v. distal 15% articulation only, minor erosion along lateral lip.",,,,,,,,,,,,,,31.92,30.47,30.36,23.68,17.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F400,n/a,578LA,Historic,,Odocoileus virginianus,humerus,L,proximal .2,,fused,"578LA humerus Odocoileus v. proximal 20% humeral head and trochanter, epiphysis fused but visible, significant erosion on lateral surface of humeral head.",,,,,,,,,,,51.82,34.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F388,n/a,579LA,Historic,,Odocoileus virginianus,humerus,L,distal .2,,fused,579LA humerus Odocoileus v. distal 20% shaft broken possibly  the distal end of 578LA good preservation of cortical bone.,,,,,,,,,,,,,,37.72,35.5,35.62,24.87,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,F269,n/a,608LA,Early Post Classic Buk Phase,,Odocoileus virginianus,humerus,L,distal .6,,fused,608LA humerus Odocoileus v. distal 60% lateral edge of distal condyle missing possibly chopped off in butchering. Possible gnaw marks. Constriction of the trochlea seems unusually smooth.,,,,,,,,,,,,,17.64,,32.36,,25.53,17.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA62,F016,n/a,609LA ,Early Post-Classic,,Odocoileus virginianus,humerus,L,distal .5,,fused,"609LA humerus Odocoileus v. distal 50% broken mid shaft, gnaw marks lateral edge of trochlea.",,,,,,,,,,,,,18.38,38.35,39.38,34.86,25.75,18.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,180,n/a,600LA,Early Post Classic Buk Phase,,Mazama sp.,metacarpal,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.54,17.66,11.45,7.86,11.73,17.01,10.57,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,227,n/a,597LA,Historic,,Mazama sp.,metatarsal,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.66,16.02,17.02,9.65,10.93,17.12,10.76,18.07,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,262,n/a,500LA,historic,,Odocoileus virginianus,metatarsal,L,proximal .2,,fused,500LA metatarsal Odocoileus v. proximal 20%. SDt is suspect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89,23.62,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,182,n/a,601LA,Early Post Classic Buk Phase,,Mazama sp.,radius,L,proximal .9,,fused,601LA radius Mazama sp. Proximal 90% significant ridging along the ulnar groove probably a mature animal.,,,,,,,,,,,,,,,,,,,,21.16,14.34,20.97,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA62,N272,n/a,577LA,Early Post-Classic,,Cervidae,tibia,L,distal .2,,fused,577LA tibia Odocoileus v. distal 20% odd little layer of the cortical bone photo taken.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F489,n/a,598LA,Historic,,Cervidae,tibia,L,distal .2,,fused,598LA tibia Cervid distal 20% Bd and Dd only. Bag is labled WTD contains two femur shafts without articular ends and a burned distal humerus that are greatly larger than this tibia could be goat but my best guess is mazama a.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.76,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,246,n/a,561LA,Early Post Classic Buk Phase,,Mazama americanus,tibia,L,proximal .9,,fused,"561LA tibia Mazama a. proximal 90% polished epiphysis fused but open, significant erosion Bp is suspect.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.77,34.81,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,F338,n/a,593LA,Early Post Classic Buk Phase,,Mazama americanus,tibia,L,proximal .2,,fused,593LA tibia Mazama a. proximal 20% minor erosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.44,37.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,153,n/a,512LA ,historic,,Odocoileus virginianus,tibia,L,distal .1,,fused,512LA tibia Odocoileus v. distal 9%  articulation only small-ish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,22.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,151,n/a,513LA,historic,,Odocoileus virginianus,tibia,L,distal .4,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28,30.34,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,149,n/a,514LA,historic,,Odocoileus virginianus,tibia,L,distal .5,,fused,514LA tibia Odocoileus v. distal 50% fused but epiphysis open.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81,33.19,23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,152,n/a,515LA,historic,,Odocoileus virginianus,tibia,L,distal .2,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.93,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA916,32,n/a,549LA,historic,,Odocoileus virginianus,tibia,L,distal .3,,fused,"549LA tibia Odocoileus v.? distal 30% shaft is split longitudally, minor erosions around articular lip. Very small individual but larger than mainland Mazama’s. so far the deer from this site are much smaller than other Maya collections observed.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA883,F491,n/a,604LA,Historic,,Odocoileus virginianus,tibia,L,proximal .2,,fused,604LA tibia Odocoileus v. proximal 20% articular facets only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.16,52.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA916,31,n/a,555LA,historic,,Odocoileus virginianus,ulna,L,proximal .5,,fused,555LA ulna Odocoileus v. proximal 50% superior crest present shaft broken.,,,,,,,,,,,,,,,,,,,,,,,,,,,40.28,27.2,26.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,F341,n/a,606LA,Early Post Classic Buk Phase,,Odocoileus virginianus,ulna,L,proximal .3,,fused,"606LA ulna Odocoileus v. proximal 30%  shaft is broken superior crest present, robust with prominent muscle scars, minor erosion of superior anterior edge of crest.",,,,,,,,,,,,,,,,,,,,,,,,,,,52.24,32.85,33.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA187,F337,n/a,607LA ,Early Post Classic Buk Phase,,Odocoileus virginianus,ulna,L,proximal .5,,fused,"607LA ulna Odocoileus v. proximal 50% shaft is broken Olecranon is almost complete, significant degeneration medial and lateral surface along fusion line of superior crest.",,,,,,,,,,,,,,,,,,,,,,,,,,,44.29,30.01,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA28,,n/a,563LA,,,Odocoileus virginianus,1st phalanx,R,complete,,fused,"563LA phalanx1 Odocoileus v. complete, no catalog number available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.67,13.79,17.5,10.92,,11.4,10.61,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,101,n/a,527LA,historic,,Odocoileus virginianus,1st phalanx,R,complete,,fused,"527LA phalanx1 Odocoileus v. complete, 1 of 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,13.66,18.44,9.37,,11.27,10.18,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,112,n/a,528LA,historic,,Odocoileus virginianus,1st phalanx,R,complete,,fused,528LA phalanx1 Odocoileus v. complete long and gracil.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,14,17.18,9.63,,11.8,11.2,,,,,,,,,,,,,,,
Lamanai,EAP0666,LA834,100,n/a,529LA,historic,,Odocoileus virginianus,1st phalanx,R,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.99,13.21,16.88,9.69,,10.6,10.07,,,,,,,,,,,,,,,
