,references,scientificName,catalogNumber,collectionCode,organismID,sex,ageUnit,ageValue,lifeStage,country,stateProvince,locality,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,maximumElevationInMeters,verbatimEventDate,materialSampleID,samplingProtocol,measurementMethod,reproductiveCondition,eventRemarks,measurementAccuracy,measurementDeterminedBy,trait,measurement
175,UF Mammalogy,Odocoileus virginianus,Z4701,SCWDS 85-63,--,F,years,1.25,--,USA,Florida,Big Cypress,"Big Cypress, Raccoon Point, Lost Dog Prairie, Poppen Logus?",25.9803717,-81.0314583,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","non pregnant, not lactating",--,unknown,collector/EAP staff,Side Measured 1,L
176,--,Odocoileus virginianus,Z4702,SCWDS 85-64,--,F,years,2.5,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, E Hinson Marsh",26.1731427,-81.2597968,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","non pregnant, lactating",--,unknown,collector/EAP staff,Side Measured 1,L
177,--,Odocoileus virginianus,Z4703,SCWDS 85-65,--,F,years,3.5,--,USA,Florida,Big Cypress,"Bear Island, 1/2 mi No of Bear Island Officers Camp",26.232307,-81.2659078,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","not pregnant, maybe lactating",--,unknown,collector/EAP staff,Side Measured 1,L
178,--,Odocoileus virginianus,Z4704,SCWDS 85-66,--,F,years,1.3333333333333333,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, 1/2 mile N of Officers camp",26.232307,-81.2659078,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","not pregnant, not lactating",--,unknown,collector/EAP staff,Side Measured 1,L
179,--,Odocoileus virginianus,Z4705,SCWDS 85-67,--,F,years,3.5,--,USA,Florida,Big Cypress,"Big Cypress, Raccoon Point, 1/2 mile up Levee Rd., from PAD Pipeline Rd?",25.989444,-80.9125,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","not pregnant, lactating, ""fawn at side #85-66"" (although note that 85-66 in this list is 16 months so not suckling fawn, and actually 85-68 lists Dam as 85-67 so that was an error and fawn is 85-68)",--,unknown,collector/EAP staff,Side Measured 1,L
180,--,Odocoileus virginianus,Z4707,SCWDS 85-69,--,F,years,5.5,--,USA,Florida,Big Cypress,"Big Cypress, Raccoon Point, 0330 1/2 way between Lassiters and ATC",25.989444,-80.9125,--,--,--,"Collection Date, June 12, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","not pregnant, lactating",--,unknown,collector/EAP staff,Side Measured 1,L
181,UF Mammalogy,Odocoileus virginianus,Z4708,SCWDS 85-70,--,F,years,1,--,USA,Florida,Big Cypress,"Big Cypress, Raccoon Point, Lassiters",25.989444,-80.9125,--,--,--,"Collection Date, June 12, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","non pregnant, non lactating",--,unknown,collector/EAP staff,Side Measured 1,L
182,--,Odocoileus virginianus,Z4709,SCWDS WTD-71 [prob 85-71],--,F,years,2,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island, 1/2 mi N. Bear Island Grade, 1 mi W of W campground",26.216667,-81.316667,--,--,--,"Collection Date, June 11, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.","non pregnant, lactating, had ~6-7mo fawn at side",--,unknown,collector/EAP staff,Side Measured 1,L
183,--,Odocoileus virginianus,Z4710,SCWDS 85-72,--,M,years,1,--,USA,Florida,Big Cypress,"Big Cypress, Bear Island,  (Domfino? - near campground, E of main campground)",26.232307,-81.2659078,--,--,--,"Collection Date, June 12, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",--,[no note of antlers],unknown,collector/EAP staff,Side Measured 1,L
184,--,Odocoileus virginianus,Z4711,SCWDS 85-73,--,M,years,1.3333333333333333,--,USA,Florida,Big Cypress,"Bear Island, 2 mi NE of Bear Island Camp",26.232307,-81.2659078,--,--,--,"Collection Date, June 12, 1985",--,"For all specimens in dataset: Specimens with skin weight only have been omitted, juveniles have been omitted. Identifications verified by field personnel.","Live and carcass weights and measures methods unknown. Total Fresh weight includes skin weight, weight of discarded viscera, total bone weight [including marrow] and useable [aka ""edible"" meat/fat] weight. Useable weight is a derivation. Weights and lengths originally recorded in kilograms and inches, converted to grams or millimeters by Cannarozzi and Emery. Total fresh weight and standard measurements presumably done by collector. Body portion weights presumably done by EAP lab members. Carcass measurements presumably done on collection date, body portion weights at cataloging date.",--,[no note of antlers],unknown,collector/EAP staff,Side Measured 1,L
